"ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"NM_013437_3949"	"LRP12"	3.75524616247608	4.05497171916891	13.1747601220573	3.61079515942917e-09	4.34308652467055e-08	10.9554352350117
"NM_006907_1736"	"PYCR1"	-3.49911501215204	-4.95995561817991	-12.9658918682997	4.42700545889719e-09	5.1638345790422e-08	10.7400054833534
"NM_014354_1841"	"KIF25-AS1"	4.24174924091798	5.99323099130043	12.8797556959283	4.81911761632944e-09	5.53298852946265e-08	10.6502850670682
"NM_018833_1479"	"TAP2"	-4.14474472204406	-4.13015672197472	-12.7156677881369	5.67242605579728e-09	6.35284770857107e-08	10.477924597045
"NM_021824_1275"	"NIF3L1"	-4.94531764147234	-3.39069753095536	-12.5862861021811	6.458736676465e-09	7.1081741189974e-08	10.3406642516336
"NM_003292_6968"	"TPR"	3.37259595694372	2.60062762406323	12.5707423030894	6.56075871210927e-09	7.20511894276286e-08	10.3240925039948
"NM_182634_1201"	"DPY19L2P2"	-3.63880686884589	-3.29945060143075	-12.5514957288378	6.68947288264057e-09	7.32373017994976e-08	10.3035487526675
"NM_005103_1473"	"FEZ1"	-3.06977469843339	-3.44959172936818	-12.4069924254772	7.74634340364911e-09	8.31350739337e-08	10.1484394972676
"NM_004306_1251"	"ANXA13"	-4.85929385332423	-4.30567259675967	-12.333385655815	8.35196792831556e-09	8.88260047714463e-08	10.0688367202441
"NM_182398_1464"	"RPS6KA5"	-4.86466915431401	-6.14634891417543	-12.2713005362351	8.90209413764859e-09	9.36905666495828e-08	10.001379226552
"NM_152279_2768"	"ZNF585B"	3.67821020849564	2.1653655907297	12.2239419125967	9.34768460916174e-09	9.79429620715503e-08	9.94972739254622
"NM_001104_2734"	"ACTN3"	4.62606453435271	4.15486144577843	12.1277950831788	1.03271873526884e-08	1.06470892932782e-07	9.84434080356981
"NM_025237_1694"	"SOST"	-3.44274752075031	-4.92875201892207	-12.0601704289079	1.1081403789168e-08	1.13338001878367e-07	9.7697934667206
"NM_176817_662"	"TAS2R38"	-3.04833702674197	-2.82887403476427	-11.9805900068621	1.20449444079894e-08	1.20826239930407e-07	9.6816137169852
"NM_014569_3674"	"ZKSCAN5"	3.33529588888535	2.843922302449	11.7732829851792	1.49997999425361e-08	1.45722644359322e-07	9.44957431739588
"NM_004977_2415"	"KCNC3"	-3.48819855278205	-3.57687216306079	-11.632492501523	1.74419166601728e-08	1.66026858114498e-07	9.29003316399416
"NM_033103_2480"	"RHPN2"	-3.0321219707373	-2.23375589203305	-11.563851817164	1.87832569872467e-08	1.76537654541266e-07	9.21166809639323
"NM_014285_461"	"EXOSC2"	-3.9299132324396	-2.4980660816829	-11.3517400496005	2.36705824166057e-08	2.15180198125249e-07	8.9670512868662
"NM_018168_2161"	"C14orf105"	-3.07095402088446	-6.85804458955965	-11.3346610690634	2.41192097397411e-08	2.18046596863541e-07	8.94719173658261
"NM_002638_348"	"PI3"	3.09418942853935	1.70541081168602	11.2156501323939	2.75083454240835e-08	2.44566653691805e-07	8.80811986163849
"NM_145204_569"	"SENP8"	3.46019589469874	1.96831425171957	11.0722119324946	3.228103391612e-08	2.82384183514853e-07	8.63889260372049
"NM_014162_17"	"LINC00652"	-3.28020793294439	-4.12448103510643	-11.0612158246652	3.26816704103411e-08	2.84831933428389e-07	8.62584602855959
"NM_014641_6841"	"MDC1"	3.42582152726884	3.86846634284984	10.9081429325392	3.88442412489603e-08	3.30010511599747e-07	8.44312949203229
"NM_001057_1023"	"TACR2"	-3.25234088084741	-1.85831352429292	-10.7363290708788	4.72665084419268e-08	3.92131825167774e-07	8.23556490723533
"NM_000904_638"	"NQO2"	-4.25301254578926	-3.63282753495304	-10.7033139568466	4.90970928939748e-08	4.05890344234526e-07	8.19537554957809
"NM_003289_995"	"TPM2"	-3.00262460789041	-1.69062882596931	-10.5847993964124	5.63159689304101e-08	4.58336812727647e-07	8.05028831238834
"NM_152538_1611"	"IGSF11"	-7.32279078490875	-6.39558560178456	-10.5295765058629	6.00583407234362e-08	4.84888829642126e-07	7.982242319119
"NM_031209_274"	"QTRT1"	-3.07969040794185	-2.13621071234828	-10.434720503932	6.71184221431156e-08	5.35537743231979e-07	7.86469821667096
"NM_006533_424"	"MIA"	3.79858997428102	3.03028766449981	10.2893157358897	7.97096351636136e-08	6.19842105216775e-07	7.68287107447168
"NM_014155_1937"	"ZBTB44"	-3.17232972915153	-2.09508023571287	-10.0452443034725	1.06839592410056e-07	7.9623078748169e-07	7.37310184150764
"NM_001483_715"	"GBAS"	-4.83640990257871	-3.33301054901957	-9.86782821326766	1.32656408431333e-07	9.56871441744626e-07	7.14426037269935
"NM_005264_2478"	"GFRA1"	3.43353833018472	1.25702599998425	9.75239177905627	1.52964034055784e-07	1.08075737348605e-06	6.99366925099177
"NM_032300_945"	"TCHP"	-3.98985077292246	-3.58807775333187	-9.71647005329095	1.59938824768964e-07	1.12330420871747e-06	6.94653192680517
"NM_000817_3297"	"GAD1"	-5.42544536384603	-3.61666435070448	-9.59393671891681	1.86389955247152e-07	1.28233750825436e-06	6.78474420578923
"NM_021070_2862"	"LTBP3"	-3.42841371723124	-1.74892793253094	-9.54373708226326	1.98536268305433e-07	1.35274350442213e-06	6.71801403213877
"NM_025245_1289"	"PBX4"	-5.69389450861734	-6.53414144462112	-9.53600618234826	2.00480396289568e-07	1.36336307957497e-06	6.70771403745442
"NM_031886_3526"	"KCNA7"	-3.00463528788243	-3.04727098304279	-9.4734315751056	2.1698131778941e-07	1.45874559892168e-06	6.6241145866615
"NM_005093_6601"	"CBFA2T2"	-3.32235462115251	-3.1598194213225	-9.22368901111942	2.98703211597725e-07	1.92490065059218e-06	6.28632426757645
"NM_032147_2652"	"USP44"	-4.64244722418356	-4.64780151282374	-9.17392318158078	3.18592638334539e-07	2.03637273802171e-06	6.21821200820566
"NM_005098_829"	"MSC"	3.90435280701014	2.77225530097043	8.55793274346352	7.23274580380908e-07	4.11037321795418e-06	5.35231155277435
"NM_021020_5123"	"LZTS1"	3.01602582942135	4.06434684533154	8.30521900656536	1.0249043118323e-06	5.58231478277549e-06	4.98443728152879
"NM_147198_471"	"WFDC9"	3.23278259049456	3.17119415893272	8.14758777267466	1.27859685458524e-06	6.79915507823617e-06	4.75111622423413
"NM_000961_5227"	"PTGIS"	-3.78046450745173	-3.18654148521872	-8.11049946289954	1.34746524858572e-06	7.11455615574653e-06	4.69578201361628
"NM_002862_3439"	"PYGB"	3.5838707979814	3.34858775561852	7.89681176059139	1.82886283064421e-06	9.31359880200607e-06	4.37368200566832
"NM_002813_874"	"PSMD9"	-3.04400485449504	-1.81289283948146	-7.64297846501549	2.64793698741915e-06	1.28579020552845e-05	3.9836768831184
"NM_003536_354"	"HIST1H3H"	-4.023895379591	-5.90801251114634	-7.22559407212351	4.95263322835518e-06	2.2482348207665e-05	3.32449307215525
"NM_173546_1824"	"KLHDC8B"	-5.42171589684966	-6.46665591888753	-6.99903445495899	7.02322019422364e-06	3.06899751767975e-05	2.95716219469126
"NM_004596_790"	"SNRPA"	-3.00192051406322	-2.79247277879143	-6.07807425278634	3.11943787423772e-05	0.000114877502554263	1.39330248808031
